GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006
Id,Id2,Geography,Total:,Urban:,Urban: - Inside urbanized areas,Urban: - Inside urban clusters,Rural,Not defined for this file
8600000US24556,24556,ZCTA5 24556,1267,0,0,0,1267,0
8600000US24557,24557,ZCTA5 24557,4286,0,0,0,4286,0
8600000US24558,24558,ZCTA5 24558,3042,310,0,310,2732,0
8600000US24562,24562,ZCTA5 24562,220,0,0,0,220,0
8600000US24563,24563,ZCTA5 24563,2779,520,0,520,2259,0
8600000US24565,24565,ZCTA5 24565,656,0,0,0,656,0
8600000US24566,24566,ZCTA5 24566,640,0,0,0,640,0
8600000US24569,24569,ZCTA5 24569,489,0,0,0,489,0
8600000US24570,24570,ZCTA5 24570,10,0,0,0,10,0
8600000US24571,24571,ZCTA5 24571,1054,13,0,13,1041,0
8600000US24572,24572,ZCTA5 24572,7016,4161,4161,0,2855,0
8600000US24574,24574,ZCTA5 24574,1714,420,420,0,1294,0
8600000US24577,24577,ZCTA5 24577,2775,0,0,0,2775,0
8600000US24578,24578,ZCTA5 24578,516,0,0,0,516,0
8600000US24579,24579,ZCTA5 24579,681,0,0,0,681,0
8600000US24580,24580,ZCTA5 24580,298,0,0,0,298,0
8600000US24581,24581,ZCTA5 24581,27,0,0,0,27,0
8600000US24586,24586,ZCTA5 24586,2618,45,0,45,2573,0
8600000US24588,24588,ZCTA5 24588,4025,123,123,0,3902,0
8600000US24589,24589,ZCTA5 24589,1099,0,0,0,1099,0
8600000US24590,24590,ZCTA5 24590,3549,0,0,0,3549,0
8600000US24592,24592,ZCTA5 24592,6707,3675,0,3675,3032,0
8600000US24593,24593,ZCTA5 24593,916,0,0,0,916,0
8600000US24594,24594,ZCTA5 24594,816,0,0,0,816,0
8600000US24595,24595,ZCTA5 24595,74,24,24,0,50,0
8600000US24597,24597,ZCTA5 24597,636,0,0,0,636,0
8600000US24598,24598,ZCTA5 24598,1034,0,0,0,1034,0
8600000US24599,24599,ZCTA5 24599,330,0,0,0,330,0
8600000US24601,24601,ZCTA5 24601,55,0,0,0,55,0
8600000US24602,24602,ZCTA5 24602,456,0,0,0,456,0
8600000US24603,24603,ZCTA5 24603,499,0,0,0,499,0
8600000US24604,24604,ZCTA5 24604,176,0,0,0,176,0
8600000US24605,24605,ZCTA5 24605,4293,2937,0,2937,1356,0
8600000US24606,24606,ZCTA5 24606,92,0,0,0,92,0
8600000US24607,24607,ZCTA5 24607,220,0,0,0,220,0
8600000US24609,24609,ZCTA5 24609,3569,737,0,737,2832,0
8600000US24612,24612,ZCTA5 24612,126,96,0,96,30,0
8600000US24613,24613,ZCTA5 24613,433,98,0,98,335,0
8600000US24614,24614,ZCTA5 24614,3925,0,0,0,3925,0
8600000US24620,24620,ZCTA5 24620,1344,0,0,0,1344,0
8600000US24622,24622,ZCTA5 24622,509,0,0,0,509,0
8600000US24628,24628,ZCTA5 24628,139,0,0,0,139,0
8600000US24630,24630,ZCTA5 24630,3150,1309,0,1309,1841,0
8600000US24631,24631,ZCTA5 24631,1105,0,0,0,1105,0
8600000US24634,24634,ZCTA5 24634,274,0,0,0,274,0
8600000US24635,24635,ZCTA5 24635,330,0,0,0,330,0
8600000US24637,24637,ZCTA5 24637,1480,444,0,444,1036,0
8600000US24639,24639,ZCTA5 24639,1646,591,0,591,1055,0
8600000US24641,24641,ZCTA5 24641,2934,2754,0,2754,180,0
8600000US24646,24646,ZCTA5 24646,372,0,0,0,372,0
8600000US24649,24649,ZCTA5 24649,1260,10,0,10,1250,0
8600000US24651,24651,ZCTA5 24651,3051,1268,0,1268,1783,0
8600000US24656,24656,ZCTA5 24656,1724,0,0,0,1724,0
8600000US24657,24657,ZCTA5 24657,173,0,0,0,173,0
8600000US24701,24701,ZCTA5 24701,10339,7647,0,7647,2692,0
8600000US24712,24712,ZCTA5 24712,731,393,0,393,338,0
8600000US24714,24714,ZCTA5 24714,132,0,0,0,132,0
8600000US24715,24715,ZCTA5 24715,332,0,0,0,332,0
8600000US24716,24716,ZCTA5 24716,238,0,0,0,238,0
8600000US24719,24719,ZCTA5 24719,98,0,0,0,98,0
8600000US24724,24724,ZCTA5 24724,39,0,0,0,39,0
8600000US24726,24726,ZCTA5 24726,253,0,0,0,253,0
8600000US24729,24729,ZCTA5 24729,79,0,0,0,79,0
8600000US24731,24731,ZCTA5 24731,122,0,0,0,122,0
8600000US24733,24733,ZCTA5 24733,385,0,0,0,385,0
8600000US24736,24736,ZCTA5 24736,477,0,0,0,477,0
8600000US24737,24737,ZCTA5 24737,107,0,0,0,107,0
8600000US24738,24738,ZCTA5 24738,145,42,0,42,103,0
8600000US24740,24740,ZCTA5 24740,14522,10096,0,10096,4426,0
8600000US24747,24747,ZCTA5 24747,1386,0,0,0,1386,0
8600000US24801,24801,ZCTA5 24801,1940,1248,0,1248,692,0
8600000US24808,24808,ZCTA5 24808,419,0,0,0,419,0
8600000US24811,24811,ZCTA5 24811,276,0,0,0,276,0
8600000US24813,24813,ZCTA5 24813,235,0,0,0,235,0
8600000US24815,24815,ZCTA5 24815,292,0,0,0,292,0
8600000US24816,24816,ZCTA5 24816,88,0,0,0,88,0
8600000US24817,24817,ZCTA5 24817,451,0,0,0,451,0
8600000US24818,24818,ZCTA5 24818,618,0,0,0,618,0
8600000US24822,24822,ZCTA5 24822,425,47,0,47,378,0
8600000US24823,24823,ZCTA5 24823,176,0,0,0,176,0
8600000US24826,24826,ZCTA5 24826,85,0,0,0,85,0
8600000US24827,24827,ZCTA5 24827,618,0,0,0,618,0
8600000US24828,24828,ZCTA5 24828,430,0,0,0,430,0
8600000US24830,24830,ZCTA5 24830,111,0,0,0,111,0
8600000US24831,24831,ZCTA5 24831,119,0,0,0,119,0
8600000US24834,24834,ZCTA5 24834,190,0,0,0,190,0
8600000US24836,24836,ZCTA5 24836,417,285,0,285,132,0
8600000US24839,24839,ZCTA5 24839,757,0,0,0,757,0
8600000US24843,24843,ZCTA5 24843,68,0,0,0,68,0
8600000US24844,24844,ZCTA5 24844,909,0,0,0,909,0
8600000US24845,24845,ZCTA5 24845,155,0,0,0,155,0
8600000US24846,24846,ZCTA5 24846,117,0,0,0,117,0
8600000US24847,24847,ZCTA5 24847,138,0,0,0,138,0
8600000US24848,24848,ZCTA5 24848,152,0,0,0,152,0
8600000US24849,24849,ZCTA5 24849,157,0,0,0,157,0
8600000US24850,24850,ZCTA5 24850,524,0,0,0,524,0
8600000US24851,24851,ZCTA5 24851,203,0,0,0,203,0
8600000US24853,24853,ZCTA5 24853,446,25,0,25,421,0
8600000US24854,24854,ZCTA5 24854,218,0,0,0,218,0
8600000US24857,24857,ZCTA5 24857,426,296,0,296,130,0
8600000US24860,24860,ZCTA5 24860,278,92,0,92,186,0
8600000US24861,24861,ZCTA5 24861,167,0,0,0,167,0
8600000US24862,24862,ZCTA5 24862,326,0,0,0,326,0
8600000US24866,24866,ZCTA5 24866,114,0,0,0,114,0
8600000US24867,24867,ZCTA5 24867,166,0,0,0,166,0
8600000US24868,24868,ZCTA5 24868,948,0,0,0,948,0
8600000US24869,24869,ZCTA5 24869,164,0,0,0,164,0
8600000US24870,24870,ZCTA5 24870,1308,781,0,781,527,0
8600000US24871,24871,ZCTA5 24871,141,0,0,0,141,0
8600000US24872,24872,ZCTA5 24872,391,0,0,0,391,0
8600000US24873,24873,ZCTA5 24873,331,0,0,0,331,0
8600000US24874,24874,ZCTA5 24874,1340,0,0,0,1340,0
8600000US24878,24878,ZCTA5 24878,163,16,0,16,147,0
8600000US24879,24879,ZCTA5 24879,314,0,0,0,314,0
8600000US24880,24880,ZCTA5 24880,167,0,0,0,167,0
8600000US24881,24881,ZCTA5 24881,303,0,0,0,303,0
8600000US24882,24882,ZCTA5 24882,198,0,0,0,198,0
8600000US24884,24884,ZCTA5 24884,145,0,0,0,145,0
8600000US24887,24887,ZCTA5 24887,28,0,0,0,28,0
8600000US24888,24888,ZCTA5 24888,93,0,0,0,93,0
8600000US24892,24892,ZCTA5 24892,778,0,0,0,778,0
8600000US24894,24894,ZCTA5 24894,176,0,0,0,176,0
8600000US24898,24898,ZCTA5 24898,96,0,0,0,96,0
8600000US24901,24901,ZCTA5 24901,4696,2733,0,2733,1963,0
8600000US24910,24910,ZCTA5 24910,2449,789,0,789,1660,0
8600000US24915,24915,ZCTA5 24915,517,0,0,0,517,0
8600000US24916,24916,ZCTA5 24916,289,0,0,0,289,0
8600000US24918,24918,ZCTA5 24918,825,0,0,0,825,0
8600000US24920,24920,ZCTA5 24920,283,0,0,0,283,0
8600000US24924,24924,ZCTA5 24924,369,0,0,0,369,0
8600000US24925,24925,ZCTA5 24925,463,0,0,0,463,0
8600000US24927,24927,ZCTA5 24927,424,0,0,0,424,0
8600000US24931,24931,ZCTA5 24931,732,0,0,0,732,0
8600000US24934,24934,ZCTA5 24934,542,0,0,0,542,0
8600000US24935,24935,ZCTA5 24935,515,0,0,0,515,0
8600000US24938,24938,ZCTA5 24938,774,0,0,0,774,0
8600000US24941,24941,ZCTA5 24941,837,0,0,0,837,0
8600000US24944,24944,ZCTA5 24944,416,0,0,0,416,0
8600000US24945,24945,ZCTA5 24945,229,0,0,0,229,0
8600000US24946,24946,ZCTA5 24946,1051,0,0,0,1051,0
8600000US24951,24951,ZCTA5 24951,695,0,0,0,695,0
8600000US24954,24954,ZCTA5 24954,2518,0,0,0,2518,0
8600000US24957,24957,ZCTA5 24957,155,0,0,0,155,0
8600000US24962,24962,ZCTA5 24962,112,0,0,0,112,0
8600000US24963,24963,ZCTA5 24963,2023,631,0,631,1392,0
8600000US24966,24966,ZCTA5 24966,847,0,0,0,847,0
8600000US24970,24970,ZCTA5 24970,2273,924,0,924,1349,0
8600000US24974,24974,ZCTA5 24974,128,0,0,0,128,0
8600000US24976,24976,ZCTA5 24976,478,0,0,0,478,0
8600000US24977,24977,ZCTA5 24977,205,0,0,0,205,0
8600000US24981,24981,ZCTA5 24981,471,0,0,0,471,0
8600000US24983,24983,ZCTA5 24983,1448,0,0,0,1448,0
8600000US24984,24984,ZCTA5 24984,509,0,0,0,509,0
8600000US24986,24986,ZCTA5 24986,3267,1535,0,1535,1732,0
8600000US24991,24991,ZCTA5 24991,327,0,0,0,327,0
8600000US25002,25002,ZCTA5 25002,68,37,0,37,31,0
8600000US25003,25003,ZCTA5 25003,1243,0,0,0,1243,0
8600000US25005,25005,ZCTA5 25005,132,0,0,0,132,0
8600000US25007,25007,ZCTA5 25007,246,0,0,0,246,0
8600000US25008,25008,ZCTA5 25008,91,0,0,0,91,0
8600000US25009,25009,ZCTA5 25009,517,0,0,0,517,0
8600000US25011,25011,ZCTA5 25011,346,332,332,0,14,0
8600000US25015,25015,ZCTA5 25015,2277,1621,1621,0,656,0
8600000US25019,25019,ZCTA5 25019,249,0,0,0,249,0
8600000US25021,25021,ZCTA5 25021,149,0,0,0,149,0
8600000US25022,25022,ZCTA5 25022,89,0,0,0,89,0
8600000US25024,25024,ZCTA5 25024,252,0,0,0,252,0
8600000US25025,25025,ZCTA5 25025,102,0,0,0,102,0
8600000US25028,25028,ZCTA5 25028,167,0,0,0,167,0
8600000US25030,25030,ZCTA5 25030,205,0,0,0,205,0
8600000US25031,25031,ZCTA5 25031,342,298,0,298,44,0
8600000US25033,25033,ZCTA5 25033,1013,22,22,0,991,0
8600000US25035,25035,ZCTA5 25035,567,444,444,0,123,0
8600000US25036,25036,ZCTA5 25036,209,32,0,32,177,0
8600000US25039,25039,ZCTA5 25039,592,390,390,0,202,0
8600000US25040,25040,ZCTA5 25040,278,278,0,278,0,0
8600000US25043,25043,ZCTA5 25043,890,0,0,0,890,0
8600000US25044,25044,ZCTA5 25044,173,0,0,0,173,0
8600000US25045,25045,ZCTA5 25045,2667,690,690,0,1977,0
8600000US25047,25047,ZCTA5 25047,181,0,0,0,181,0
8600000US25048,25048,ZCTA5 25048,23,0,0,0,23,0
8600000US25049,25049,ZCTA5 25049,262,0,0,0,262,0
8600000US25051,25051,ZCTA5 25051,75,0,0,0,75,0
8600000US25053,25053,ZCTA5 25053,1933,700,0,700,1233,0
8600000US25054,25054,ZCTA5 25054,182,139,139,0,43,0
8600000US25057,25057,ZCTA5 25057,158,0,0,0,158,0
8600000US25059,25059,ZCTA5 25059,291,0,0,0,291,0
8600000US25060,25060,ZCTA5 25060,276,0,0,0,276,0
8600000US25061,25061,ZCTA5 25061,327,185,185,0,142,0
8600000US25062,25062,ZCTA5 25062,108,0,0,0,108,0
8600000US25063,25063,ZCTA5 25063,975,0,0,0,975,0
8600000US25064,25064,ZCTA5 25064,5102,4954,4954,0,148,0
8600000US25067,25067,ZCTA5 25067,525,427,427,0,98,0
8600000US25070,25070,ZCTA5 25070,723,588,588,0,135,0
8600000US25071,25071,ZCTA5 25071,5237,2449,2449,0,2788,0
8600000US25075,25075,ZCTA5 25075,421,75,75,0,346,0
8600000US25076,25076,ZCTA5 25076,128,40,0,40,88,0
8600000US25081,25081,ZCTA5 25081,498,0,0,0,498,0
8600000US25082,25082,ZCTA5 25082,773,0,0,0,773,0
8600000US25083,25083,ZCTA5 25083,299,0,0,0,299,0
8600000US25085,25085,ZCTA5 25085,472,0,0,0,472,0
8600000US25086,25086,ZCTA5 25086,361,328,328,0,33,0
8600000US25088,25088,ZCTA5 25088,80,0,0,0,80,0
8600000US25090,25090,ZCTA5 25090,104,88,0,88,16,0
8600000US25093,25093,ZCTA5 25093,98,0,0,0,98,0
8600000US25102,25102,ZCTA5 25102,156,108,0,108,48,0
8600000US25103,25103,ZCTA5 25103,184,19,0,19,165,0
8600000US25106,25106,ZCTA5 25106,310,121,0,121,189,0
8600000US25107,25107,ZCTA5 25107,344,44,44,0,300,0
8600000US25108,25108,ZCTA5 25108,294,0,0,0,294,0
8600000US25109,25109,ZCTA5 25109,295,281,281,0,14,0
8600000US25110,25110,ZCTA5 25110,287,2,0,2,285,0
8600000US25111,25111,ZCTA5 25111,322,0,0,0,322,0
8600000US25112,25112,ZCTA5 25112,0,0,0,0,0,0
8600000US25113,25113,ZCTA5 25113,449,0,0,0,449,0
8600000US25114,25114,ZCTA5 25114,266,0,0,0,266,0
8600000US25115,25115,ZCTA5 25115,48,32,0,32,16,0
8600000US25118,25118,ZCTA5 25118,462,0,0,0,462,0
8600000US25119,25119,ZCTA5 25119,189,0,0,0,189,0
8600000US25121,25121,ZCTA5 25121,431,0,0,0,431,0
8600000US25123,25123,ZCTA5 25123,1748,0,0,0,1748,0
8600000US25124,25124,ZCTA5 25124,556,0,0,0,556,0
8600000US25125,25125,ZCTA5 25125,462,0,0,0,462,0
8600000US25126,25126,ZCTA5 25126,33,0,0,0,33,0
8600000US25130,25130,ZCTA5 25130,1777,1349,0,1349,428,0
8600000US25132,25132,ZCTA5 25132,125,0,0,0,125,0
8600000US25133,25133,ZCTA5 25133,420,0,0,0,420,0
8600000US25134,25134,ZCTA5 25134,223,128,128,0,95,0
8600000US25136,25136,ZCTA5 25136,933,832,0,832,101,0
8600000US25139,25139,ZCTA5 25139,183,0,0,0,183,0
8600000US25140,25140,ZCTA5 25140,520,0,0,0,520,0
8600000US25141,25141,ZCTA5 25141,98,0,0,0,98,0
8600000US25142,25142,ZCTA5 25142,190,0,0,0,190,0
8600000US25143,25143,ZCTA5 25143,4134,4040,4040,0,94,0
8600000US25148,25148,ZCTA5 25148,145,0,0,0,145,0
8600000US25149,25149,ZCTA5 25149,116,0,0,0,116,0
8600000US25152,25152,ZCTA5 25152,173,0,0,0,173,0
8600000US25154,25154,ZCTA5 25154,379,0,0,0,379,0
8600000US25156,25156,ZCTA5 25156,64,0,0,0,64,0
8600000US25159,25159,ZCTA5 25159,2179,1535,1535,0,644,0
8600000US25160,25160,ZCTA5 25160,135,0,0,0,135,0
8600000US25161,25161,ZCTA5 25161,151,0,0,0,151,0
8600000US25162,25162,ZCTA5 25162,261,250,0,250,11,0
8600000US25164,25164,ZCTA5 25164,656,0,0,0,656,0
8600000US25165,25165,ZCTA5 25165,289,0,0,0,289,0
8600000US25168,25168,ZCTA5 25168,1108,313,313,0,795,0
8600000US25169,25169,ZCTA5 25169,217,0,0,0,217,0
8600000US25173,25173,ZCTA5 25173,211,0,0,0,211,0
8600000US25174,25174,ZCTA5 25174,177,0,0,0,177,0
8600000US25177,25177,ZCTA5 25177,11249,9970,9970,0,1279,0
8600000US25180,25180,ZCTA5 25180,41,0,0,0,41,0
8600000US25181,25181,ZCTA5 25181,810,0,0,0,810,0
8600000US25183,25183,ZCTA5 25183,29,0,0,0,29,0
8600000US25185,25185,ZCTA5 25185,0,0,0,0,0,0
8600000US25186,25186,ZCTA5 25186,507,457,0,457,50,0
8600000US25187,25187,ZCTA5 25187,370,0,0,0,370,0
8600000US25193,25193,ZCTA5 25193,239,0,0,0,239,0
8600000US25201,25201,ZCTA5 25201,29,0,0,0,29,0
8600000US25202,25202,ZCTA5 25202,548,255,255,0,293,0
8600000US25203,25203,ZCTA5 25203,31,0,0,0,31,0
8600000US25204,25204,ZCTA5 25204,122,0,0,0,122,0
8600000US25205,25205,ZCTA5 25205,160,76,0,76,84,0
8600000US25206,25206,ZCTA5 25206,278,0,0,0,278,0
8600000US25208,25208,ZCTA5 25208,444,0,0,0,444,0
8600000US25209,25209,ZCTA5 25209,639,0,0,0,639,0
8600000US25211,25211,ZCTA5 25211,64,0,0,0,64,0
8600000US25213,25213,ZCTA5 25213,2306,1471,1471,0,835,0
8600000US25214,25214,ZCTA5 25214,280,18,18,0,262,0
8600000US25234,25234,ZCTA5 25234,598,0,0,0,598,0
8600000US25235,25235,ZCTA5 25235,419,0,0,0,419,0
8600000US25239,25239,ZCTA5 25239,816,0,0,0,816,0
8600000US25241,25241,ZCTA5 25241,756,344,0,344,412,0
8600000US25243,25243,ZCTA5 25243,444,0,0,0,444,0
8600000US25244,25244,ZCTA5 25244,329,0,0,0,329,0
8600000US25245,25245,ZCTA5 25245,341,0,0,0,341,0
8600000US25247,25247,ZCTA5 25247,319,304,0,304,15,0
8600000US25248,25248,ZCTA5 25248,1361,0,0,0,1361,0
8600000US25251,25251,ZCTA5 25251,204,0,0,0,204,0
8600000US25252,25252,ZCTA5 25252,540,0,0,0,540,0
8600000US25253,25253,ZCTA5 25253,935,66,0,66,869,0
8600000US25259,25259,ZCTA5 25259,349,0,0,0,349,0
8600000US25260,25260,ZCTA5 25260,918,797,0,797,121,0
8600000US25261,25261,ZCTA5 25261,165,0,0,0,165,0
8600000US25262,25262,ZCTA5 25262,401,0,0,0,401,0
8600000US25264,25264,ZCTA5 25264,220,0,0,0,220,0
8600000US25265,25265,ZCTA5 25265,769,735,0,735,34,0
8600000US25266,25266,ZCTA5 25266,400,0,0,0,400,0
8600000US25267,25267,ZCTA5 25267,441,0,0,0,441,0
8600000US25268,25268,ZCTA5 25268,458,0,0,0,458,0
8600000US25270,25270,ZCTA5 25270,471,0,0,0,471,0
8600000US25271,25271,ZCTA5 25271,4220,1717,0,1717,2503,0
8600000US25275,25275,ZCTA5 25275,1058,0,0,0,1058,0
8600000US25276,25276,ZCTA5 25276,3789,1497,0,1497,2292,0
8600000US25285,25285,ZCTA5 25285,268,0,0,0,268,0
8600000US25286,25286,ZCTA5 25286,853,0,0,0,853,0
8600000US25287,25287,ZCTA5 25287,325,55,0,55,270,0
8600000US25301,25301,ZCTA5 25301,1904,1904,1904,0,0,0
8600000US25302,25302,ZCTA5 25302,8016,7640,7640,0,376,0
8600000US25303,25303,ZCTA5 25303,3557,3557,3557,0,0,0
8600000US25304,25304,ZCTA5 25304,4150,3988,3988,0,162,0
8600000US25305,25305,ZCTA5 25305,0,0,0,0,0,0
8600000US25306,25306,ZCTA5 25306,3057,1577,1577,0,1480,0
8600000US25309,25309,ZCTA5 25309,6176,4812,4812,0,1364,0
8600000US25311,25311,ZCTA5 25311,5671,4735,4735,0,936,0
8600000US25312,25312,ZCTA5 25312,6922,3165,2883,282,3757,0
8600000US25313,25313,ZCTA5 25313,6139,4996,4996,0,1143,0
8600000US25314,25314,ZCTA5 25314,6752,6188,6188,0,564,0
8600000US25315,25315,ZCTA5 25315,1616,1449,1449,0,167,0
8600000US25320,25320,ZCTA5 25320,2722,971,0,971,1751,0
8600000US25401,25401,ZCTA5 25401,6970,6959,6959,0,11,0
8600000US25403,25403,ZCTA5 25403,4980,3089,3089,0,1891,0
8600000US25404,25404,ZCTA5 25404,8584,7086,7086,0,1498,0
8600000US25405,25405,ZCTA5 25405,4628,4238,4238,0,390,0
8600000US25411,25411,ZCTA5 25411,6579,0,0,0,6579,0
8600000US25413,25413,ZCTA5 25413,3067,1849,1849,0,1218,0
8600000US25414,25414,ZCTA5 25414,7008,5486,0,5486,1522,0
8600000US25419,25419,ZCTA5 25419,4063,3541,3541,0,522,0
8600000US25420,25420,ZCTA5 25420,1670,0,0,0,1670,0
8600000US25422,25422,ZCTA5 25422,1728,0,0,0,1728,0
8600000US25425,25425,ZCTA5 25425,5603,1580,0,1580,4023,0
8600000US25427,25427,ZCTA5 25427,6882,512,512,0,6370,0
8600000US25428,25428,ZCTA5 25428,4231,2931,2931,0,1300,0
8600000US25430,25430,ZCTA5 25430,3156,525,525,0,2631,0
8600000US25431,25431,ZCTA5 25431,307,0,0,0,307,0
8600000US25432,25432,ZCTA5 25432,54,0,0,0,54,0
8600000US25434,25434,ZCTA5 25434,1612,0,0,0,1612,0
8600000US25437,25437,ZCTA5 25437,128,0,0,0,128,0
8600000US25438,25438,ZCTA5 25438,2697,2373,0,2373,324,0
8600000US25442,25442,ZCTA5 25442,737,300,0,300,437,0
8600000US25443,25443,ZCTA5 25443,2907,1126,0,1126,1781,0
8600000US25444,25444,ZCTA5 25444,349,0,0,0,349,0
8600000US25446,25446,ZCTA5 25446,567,0,0,0,567,0
8600000US25501,25501,ZCTA5 25501,524,0,0,0,524,0
8600000US25502,25502,ZCTA5 25502,498,0,0,0,498,0
8600000US25503,25503,ZCTA5 25503,350,0,0,0,350,0
8600000US25504,25504,ZCTA5 25504,5452,3495,3495,0,1957,0
8600000US25505,25505,ZCTA5 25505,210,0,0,0,210,0
8600000US25506,25506,ZCTA5 25506,2361,0,0,0,2361,0
8600000US25507,25507,ZCTA5 25507,481,481,481,0,0,0
8600000US25508,25508,ZCTA5 25508,4493,929,0,929,3564,0
8600000US25510,25510,ZCTA5 25510,2213,1473,1473,0,740,0
8600000US25511,25511,ZCTA5 25511,520,0,0,0,520,0
8600000US25512,25512,ZCTA5 25512,631,0,0,0,631,0
8600000US25514,25514,ZCTA5 25514,1836,336,0,336,1500,0
8600000US25515,25515,ZCTA5 25515,1131,1,0,1,1130,0
8600000US25517,25517,ZCTA5 25517,875,0,0,0,875,0
8600000US25520,25520,ZCTA5 25520,734,0,0,0,734,0
8600000US25521,25521,ZCTA5 25521,486,0,0,0,486,0
8600000US25523,25523,ZCTA5 25523,1267,0,0,0,1267,0
8600000US25524,25524,ZCTA5 25524,1543,0,0,0,1543,0
8600000US25526,25526,ZCTA5 25526,9047,6845,6845,0,2202,0
8600000US25529,25529,ZCTA5 25529,415,0,0,0,415,0
8600000US25530,25530,ZCTA5 25530,2750,2056,2056,0,694,0
8600000US25534,25534,ZCTA5 25534,164,0,0,0,164,0
8600000US25535,25535,ZCTA5 25535,1228,240,240,0,988,0
8600000US25537,25537,ZCTA5 25537,925,244,244,0,681,0
8600000US25540,25540,ZCTA5 25540,137,0,0,0,137,0
8600000US25541,25541,ZCTA5 25541,4179,2321,2321,0,1858,0
8600000US25545,25545,ZCTA5 25545,1872,989,989,0,883,0
8600000US25547,25547,ZCTA5 25547,457,43,0,43,414,0
8600000US25550,25550,ZCTA5 25550,4270,2582,0,2582,1688,0
8600000US25555,25555,ZCTA5 25555,1027,0,0,0,1027,0
8600000US25557,25557,ZCTA5 25557,811,0,0,0,811,0
8600000US25559,25559,ZCTA5 25559,941,0,0,0,941,0
8600000US25560,25560,ZCTA5 25560,3260,2139,2139,0,1121,0
8600000US25564,25564,ZCTA5 25564,527,0,0,0,527,0
8600000US25565,25565,ZCTA5 25565,288,0,0,0,288,0
8600000US25567,25567,ZCTA5 25567,409,0,0,0,409,0
8600000US25570,25570,ZCTA5 25570,2903,0,0,0,2903,0
8600000US25571,25571,ZCTA5 25571,987,0,0,0,987,0
8600000US25573,25573,ZCTA5 25573,435,0,0,0,435,0
8600000US25601,25601,ZCTA5 25601,2576,2087,0,2087,489,0
8600000US25606,25606,ZCTA5 25606,399,0,0,0,399,0
8600000US25607,25607,ZCTA5 25607,480,0,0,0,480,0
8600000US25608,25608,ZCTA5 25608,483,0,0,0,483,0
8600000US25611,25611,ZCTA5 25611,287,0,0,0,287,0
8600000US25617,25617,ZCTA5 25617,451,0,0,0,451,0
8600000US25621,25621,ZCTA5 25621,1048,0,0,0,1048,0
8600000US25624,25624,ZCTA5 25624,222,110,0,110,112,0
8600000US25625,25625,ZCTA5 25625,550,170,0,170,380,0
8600000US25628,25628,ZCTA5 25628,250,0,0,0,250,0
8600000US25630,25630,ZCTA5 25630,276,0,0,0,276,0
8600000US25632,25632,ZCTA5 25632,375,34,0,34,341,0
8600000US25634,25634,ZCTA5 25634,309,0,0,0,309,0
8600000US25635,25635,ZCTA5 25635,552,0,0,0,552,0
8600000US25637,25637,ZCTA5 25637,486,429,0,429,57,0
8600000US25638,25638,ZCTA5 25638,511,254,0,254,257,0
8600000US25639,25639,ZCTA5 25639,313,41,0,41,272,0
8600000US25644,25644,ZCTA5 25644,221,33,0,33,188,0
8600000US25646,25646,ZCTA5 25646,470,382,0,382,88,0
8600000US25647,25647,ZCTA5 25647,386,160,0,160,226,0
8600000US25649,25649,ZCTA5 25649,660,113,0,113,547,0
8600000US25650,25650,ZCTA5 25650,259,0,0,0,259,0
8600000US25651,25651,ZCTA5 25651,333,0,0,0,333,0
8600000US25652,25652,ZCTA5 25652,677,327,0,327,350,0
8600000US25653,25653,ZCTA5 25653,222,87,0,87,135,0
8600000US25654,25654,ZCTA5 25654,100,43,0,43,57,0
8600000US25661,25661,ZCTA5 25661,3506,1626,0,1626,1880,0
8600000US25666,25666,ZCTA5 25666,283,0,0,0,283,0
8600000US25669,25669,ZCTA5 25669,374,0,0,0,374,0
8600000US25670,25670,ZCTA5 25670,2641,0,0,0,2641,0
8600000US25671,25671,ZCTA5 25671,580,0,0,0,580,0
8600000US25672,25672,ZCTA5 25672,180,0,0,0,180,0
8600000US25674,25674,ZCTA5 25674,1379,0,0,0,1379,0
8600000US25676,25676,ZCTA5 25676,526,0,0,0,526,0
8600000US25678,25678,ZCTA5 25678,834,0,0,0,834,0
8600000US25688,25688,ZCTA5 25688,184,0,0,0,184,0
8600000US25690,25690,ZCTA5 25690,113,0,0,0,113,0
8600000US25692,25692,ZCTA5 25692,462,0,0,0,462,0
8600000US25696,25696,ZCTA5 25696,143,0,0,0,143,0
8600000US25699,25699,ZCTA5 25699,77,0,0,0,77,0
8600000US25701,25701,ZCTA5 25701,12666,10972,10972,0,1694,0
8600000US25702,25702,ZCTA5 25702,4004,3564,3564,0,440,0
8600000US25703,25703,ZCTA5 25703,2518,2518,2518,0,0,0
8600000US25704,25704,ZCTA5 25704,7864,6240,6240,0,1624,0
8600000US25705,25705,ZCTA5 25705,9975,9579,9579,0,396,0
8600000US25801,25801,ZCTA5 25801,16078,14539,14539,0,1539,0
8600000US25810,25810,ZCTA5 25810,119,0,0,0,119,0
8600000US25811,25811,ZCTA5 25811,82,0,0,0,82,0
8600000US25812,25812,ZCTA5 25812,929,0,0,0,929,0
8600000US25813,25813,ZCTA5 25813,2552,820,820,0,1732,0
8600000US25817,25817,ZCTA5 25817,338,0,0,0,338,0
8600000US25818,25818,ZCTA5 25818,250,250,250,0,0,0
8600000US25820,25820,ZCTA5 25820,211,0,0,0,211,0
